,subset,A_ref,A_metric,A_align,A_CR_pearson,A_label,B_ref,B_metric,B_align,B_CR_pearson,B_label,A_B_pearson,A_B_sign_pv,A_B_sign_level
535,nonn,ref,bleu,one_seq,0.708444544081529,bleu ref one_seq,intp,bleu,mwer,0.503847426351428,bleu intp mwer,0.6519779009581328,4.440892098500626e-16,0.0
536,nonn,intp,bleu,mwer,0.503847426351428,bleu intp mwer,ref+intp,comet-da,one_seq,0.7200319561676198,comet-da ref+intp one_seq,0.5864871650148832,1.1102230246251565e-15,0.0
537,nonn,ref+intp,comet-da,one_seq,0.7200319561676198,comet-da ref+intp one_seq,intp,bleu,mwer,0.503847426351428,bleu intp mwer,0.5864871650148832,1.1102230246251565e-15,0.0
538,nonn,intp,bleu,mwer,0.503847426351428,bleu intp mwer,ref,comet-da,one_seq,0.7263142875301652,comet-da ref one_seq,0.5910918757376864,0.0,0.0
539,nonn,ref,comet-da,one_seq,0.7263142875301652,comet-da ref one_seq,intp,bleu,mwer,0.503847426351428,bleu intp mwer,0.5910918757376864,0.0,0.0
540,nonn,intp,bleu,mwer,0.503847426351428,bleu intp mwer,ref+intp,bertscore.f1,one_seq,0.7303272277885283,bertscore.f1 ref+intp one_seq,0.6719511265827772,0.0,0.0
541,nonn,ref+intp,bertscore.f1,one_seq,0.7303272277885283,bertscore.f1 ref+intp one_seq,intp,bleu,mwer,0.503847426351428,bleu intp mwer,0.6719511265827772,0.0,0.0
542,nonn,intp,bleu,mwer,0.503847426351428,bleu intp mwer,ref,bertscore.f1,one_seq,0.7307254229955417,bertscore.f1 ref one_seq,0.661363252108632,0.0,0.0
543,nonn,ref,bertscore.f1,one_seq,0.7307254229955417,bertscore.f1 ref one_seq,intp,bleu,mwer,0.503847426351428,bleu intp mwer,0.661363252108632,0.0,0.0
544,nonn,intp,bleu,mwer,0.503847426351428,bleu intp mwer,ref,bertscore.f1,sent,0.7341923798833323,bertscore.f1 ref sent,0.6359419183045708,0.0,0.0
545,nonn,ref,bertscore.f1,sent,0.7341923798833323,bertscore.f1 ref sent,intp,bleu,mwer,0.503847426351428,bleu intp mwer,0.6359419183045708,0.0,0.0
546,nonn,intp,bleu,mwer,0.503847426351428,bleu intp mwer,ref+mw-intp,bertscore.f1,sent+mw,0.7343371404638304,bertscore.f1 ref+mw-intp sent+mw,0.6515149355514283,0.0,0.0
547,nonn,ref+mw-intp,bertscore.f1,sent+mw,0.7343371404638304,bertscore.f1 ref+mw-intp sent+mw,intp,bleu,mwer,0.503847426351428,bleu intp mwer,0.6515149355514283,0.0,0.0
548,nonn,intp,bleu,mwer,0.503847426351428,bleu intp mwer,ref,comet-da,sent,0.752332355460335,comet-da ref sent,0.6328598517275988,0.0,0.0
549,nonn,ref,comet-da,sent,0.752332355460335,comet-da ref sent,intp,bleu,mwer,0.503847426351428,bleu intp mwer,0.6328598517275988,0.0,0.0
550,nonn,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,0.6363339820066513,0.5751387100213619,0.5751387100213619
551,nonn,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,0.6363339820066513,0.5751387100213619,0.5751387100213619
552,nonn,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,0.719381388639848,0.44329613161449166,0.44329613161449166
553,nonn,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,0.719381388639848,0.44329613161449166,0.44329613161449166
554,nonn,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,intp,chrf,mwer,0.6119179024374944,chrf intp mwer,0.7446834718056871,0.0005751763421688594,0.0
555,nonn,intp,chrf,mwer,0.6119179024374944,chrf intp mwer,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,0.7446834718056871,0.0005751763421688594,0.0
556,nonn,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,0.7351688886935259,2.845198862599929e-05,0.0
557,nonn,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,0.7351688886935259,2.845198862599929e-05,0.0
558,nonn,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,0.6812126652613014,1.399640787602685e-05,0.0
559,nonn,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,0.6812126652613014,1.399640787602685e-05,0.0
560,nonn,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,0.6649478477801043,1.708644879094834e-05,0.0
561,nonn,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,0.6649478477801043,1.708644879094834e-05,0.0
562,nonn,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,0.6800495504621945,2.698361534214655e-10,0.0
563,nonn,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,0.6800495504621945,2.698361534214655e-10,0.0
564,nonn,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,0.7387763659497655,3.632649736573512e-13,0.0
565,nonn,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,0.7387763659497655,3.632649736573512e-13,0.0
566,nonn,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,ref,bleu,sent,0.6966185024095439,bleu ref sent,0.6653472808626528,2.5942359371811108e-11,0.0
567,nonn,ref,bleu,sent,0.6966185024095439,bleu ref sent,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,0.6653472808626528,2.5942359371811108e-11,0.0
568,nonn,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,ref,chrf,sent,0.6983365286039349,chrf ref sent,0.6666276179179548,1.3808953980287697e-11,0.0
569,nonn,ref,chrf,sent,0.6983365286039349,chrf ref sent,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,0.6666276179179548,1.3808953980287697e-11,0.0
570,nonn,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,intp,comet-da,one_seq,0.7018150770177742,comet-da intp one_seq,0.6405486819657589,2.2565949109321082e-11,0.0
571,nonn,intp,comet-da,one_seq,0.7018150770177742,comet-da intp one_seq,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,0.6405486819657589,2.2565949109321082e-11,0.0
572,nonn,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,ref+intp,bleu,one_seq,0.7018276772275545,bleu ref+intp one_seq,0.791033591585702,0.0,0.0
573,nonn,ref+intp,bleu,one_seq,0.7018276772275545,bleu ref+intp one_seq,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,0.791033591585702,0.0,0.0
574,nonn,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,ref+mw-intp,chrf,sent+mw,0.7039298312416019,chrf ref+mw-intp sent+mw,0.7028257060992205,1.2656542480726785e-13,0.0
575,nonn,ref+mw-intp,chrf,sent+mw,0.7039298312416019,chrf ref+mw-intp sent+mw,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,0.7028257060992205,1.2656542480726785e-13,0.0
576,nonn,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,ref,bleu,one_seq,0.708444544081529,bleu ref one_seq,0.6960615982856214,4.1300296516055823e-14,0.0
577,nonn,ref,bleu,one_seq,0.708444544081529,bleu ref one_seq,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,0.6960615982856214,4.1300296516055823e-14,0.0
578,nonn,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,ref+intp,comet-da,one_seq,0.7200319561676198,comet-da ref+intp one_seq,0.646491291559802,3.1530333899354446e-14,0.0
579,nonn,ref+intp,comet-da,one_seq,0.7200319561676198,comet-da ref+intp one_seq,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,0.646491291559802,3.1530333899354446e-14,0.0
580,nonn,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,ref,comet-da,one_seq,0.7263142875301652,comet-da ref one_seq,0.6424235999256787,3.9968028886505635e-15,0.0
581,nonn,ref,comet-da,one_seq,0.7263142875301652,comet-da ref one_seq,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,0.6424235999256787,3.9968028886505635e-15,0.0
582,nonn,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,ref+intp,bertscore.f1,one_seq,0.7303272277885283,bertscore.f1 ref+intp one_seq,0.7042499601314554,0.0,0.0
583,nonn,ref+intp,bertscore.f1,one_seq,0.7303272277885283,bertscore.f1 ref+intp one_seq,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,0.7042499601314554,0.0,0.0
584,nonn,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,ref,bertscore.f1,one_seq,0.7307254229955417,bertscore.f1 ref one_seq,0.6967830010588606,0.0,0.0
585,nonn,ref,bertscore.f1,one_seq,0.7307254229955417,bertscore.f1 ref one_seq,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,0.6967830010588606,0.0,0.0
586,nonn,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,ref,bertscore.f1,sent,0.7341923798833323,bertscore.f1 ref sent,0.6866131134424683,0.0,0.0
587,nonn,ref,bertscore.f1,sent,0.7341923798833323,bertscore.f1 ref sent,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,0.6866131134424683,0.0,0.0
588,nonn,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,ref+mw-intp,bertscore.f1,sent+mw,0.7343371404638304,bertscore.f1 ref+mw-intp sent+mw,0.7026353051500736,0.0,0.0
589,nonn,ref+mw-intp,bertscore.f1,sent+mw,0.7343371404638304,bertscore.f1 ref+mw-intp sent+mw,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,0.7026353051500736,0.0,0.0
590,nonn,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,ref,comet-da,sent,0.752332355460335,comet-da ref sent,0.6548975181277555,0.0,0.0
591,nonn,ref,comet-da,sent,0.752332355460335,comet-da ref sent,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,0.6548975181277555,0.0,0.0
592,nonn,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,0.6415450893418833,0.9045520781348875,0.9045520781348875
593,nonn,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,0.6415450893418833,0.9045520781348875,0.9045520781348875
594,nonn,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,intp,chrf,mwer,0.6119179024374944,chrf intp mwer,0.6940516915686574,0.010703513629356065,0.05
595,nonn,intp,chrf,mwer,0.6119179024374944,chrf intp mwer,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,0.6940516915686574,0.010703513629356065,0.05
596,nonn,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,0.6704938487826789,0.0014305623946939683,0.0
597,nonn,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,0.6704938487826789,0.0014305623946939683,0.0
598,nonn,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,0.6586079728083822,0.00028868197553744146,0.0
599,nonn,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,0.6586079728083822,0.00028868197553744146,0.0
600,nonn,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,0.6506398952218355,0.0002718916308159791,0.0
601,nonn,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,0.6506398952218355,0.0002718916308159791,0.0
602,nonn,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,0.6635664419481497,2.491969297579999e-08,0.0
603,nonn,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,0.6635664419481497,2.491969297579999e-08,0.0
604,nonn,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,0.6329848551326908,1.789796444384706e-08,0.0
605,nonn,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,0.6329848551326908,1.789796444384706e-08,0.0
606,nonn,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,ref,bleu,sent,0.6966185024095439,bleu ref sent,0.6090112313750438,1.528029436315137e-08,0.0
607,nonn,ref,bleu,sent,0.6966185024095439,bleu ref sent,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,0.6090112313750438,1.528029436315137e-08,0.0
608,nonn,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,ref,chrf,sent,0.6983365286039349,chrf ref sent,0.6686841894771801,6.628499971128576e-10,0.0
609,nonn,ref,chrf,sent,0.6983365286039349,chrf ref sent,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,0.6686841894771801,6.628499971128576e-10,0.0
610,nonn,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,intp,comet-da,one_seq,0.7018150770177742,comet-da intp one_seq,0.6468773768038046,7.411222746611656e-10,0.0
611,nonn,intp,comet-da,one_seq,0.7018150770177742,comet-da intp one_seq,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,0.6468773768038046,7.411222746611656e-10,0.0
612,nonn,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,ref+intp,bleu,one_seq,0.7018276772275545,bleu ref+intp one_seq,0.6639723143782612,3.025371064779847e-10,0.0
613,nonn,ref+intp,bleu,one_seq,0.7018276772275545,bleu ref+intp one_seq,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,0.6639723143782612,3.025371064779847e-10,0.0
614,nonn,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,ref+mw-intp,chrf,sent+mw,0.7039298312416019,chrf ref+mw-intp sent+mw,0.6873542591305764,3.8297143234444775e-11,0.0
615,nonn,ref+mw-intp,chrf,sent+mw,0.7039298312416019,chrf ref+mw-intp sent+mw,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,0.6873542591305764,3.8297143234444775e-11,0.0
616,nonn,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,ref,bleu,one_seq,0.708444544081529,bleu ref one_seq,0.637719003287195,1.6822476744948744e-10,0.0
617,nonn,ref,bleu,one_seq,0.708444544081529,bleu ref one_seq,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,0.637719003287195,1.6822476744948744e-10,0.0
618,nonn,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,ref+intp,comet-da,one_seq,0.7200319561676198,comet-da ref+intp one_seq,0.6593975645263035,1.0698109065288008e-12,0.0
619,nonn,ref+intp,comet-da,one_seq,0.7200319561676198,comet-da ref+intp one_seq,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,0.6593975645263035,1.0698109065288008e-12,0.0
620,nonn,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,ref,comet-da,one_seq,0.7263142875301652,comet-da ref one_seq,0.6612701520879701,9.592326932761353e-14,0.0
621,nonn,ref,comet-da,one_seq,0.7263142875301652,comet-da ref one_seq,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,0.6612701520879701,9.592326932761353e-14,0.0
622,nonn,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,ref+intp,bertscore.f1,one_seq,0.7303272277885283,bertscore.f1 ref+intp one_seq,0.6757547713256109,6.217248937900877e-15,0.0
623,nonn,ref+intp,bertscore.f1,one_seq,0.7303272277885283,bertscore.f1 ref+intp one_seq,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,0.6757547713256109,6.217248937900877e-15,0.0
624,nonn,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,ref,bertscore.f1,one_seq,0.7307254229955417,bertscore.f1 ref one_seq,0.6789802251830539,3.9968028886505635e-15,0.0
625,nonn,ref,bertscore.f1,one_seq,0.7307254229955417,bertscore.f1 ref one_seq,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,0.6789802251830539,3.9968028886505635e-15,0.0
626,nonn,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,ref,bertscore.f1,sent,0.7341923798833323,bertscore.f1 ref sent,0.7174200062219791,0.0,0.0
627,nonn,ref,bertscore.f1,sent,0.7341923798833323,bertscore.f1 ref sent,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,0.7174200062219791,0.0,0.0
628,nonn,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,ref+mw-intp,bertscore.f1,sent+mw,0.7343371404638304,bertscore.f1 ref+mw-intp sent+mw,0.7298541449132362,0.0,0.0
629,nonn,ref+mw-intp,bertscore.f1,sent+mw,0.7343371404638304,bertscore.f1 ref+mw-intp sent+mw,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,0.7298541449132362,0.0,0.0
630,nonn,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,ref,comet-da,sent,0.752332355460335,comet-da ref sent,0.666875264933714,0.0,0.0
631,nonn,ref,comet-da,sent,0.752332355460335,comet-da ref sent,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,0.666875264933714,0.0,0.0
632,nonn,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,intp,chrf,mwer,0.6119179024374944,chrf intp mwer,0.8672842640208284,0.00031376615916567374,0.0
633,nonn,intp,chrf,mwer,0.6119179024374944,chrf intp mwer,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,0.8672842640208284,0.00031376615916567374,0.0
634,nonn,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,0.7064465602461769,0.0012407500446725006,0.0
635,nonn,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,0.7064465602461769,0.0012407500446725006,0.0
636,nonn,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,0.9428672637505418,0.0,0.0
637,nonn,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,0.9428672637505418,0.0,0.0
638,nonn,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,0.9253952758819896,9.747758156208874e-14,0.0
639,nonn,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,0.9253952758819896,9.747758156208874e-14,0.0
640,nonn,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,0.6049375413675404,3.9675731255961466e-07,0.0
641,nonn,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,0.6049375413675404,3.9675731255961466e-07,0.0
642,nonn,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,0.7040400797379376,1.2308574159902719e-09,0.0
643,nonn,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,0.7040400797379376,1.2308574159902719e-09,0.0
644,nonn,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,ref,bleu,sent,0.6966185024095439,bleu ref sent,0.7018068166068814,3.795637137926633e-10,0.0
645,nonn,ref,bleu,sent,0.6966185024095439,bleu ref sent,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,0.7018068166068814,3.795637137926633e-10,0.0
646,nonn,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,ref,chrf,sent,0.6983365286039349,chrf ref sent,0.836639506318653,0.0,0.0
647,nonn,ref,chrf,sent,0.6983365286039349,chrf ref sent,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,0.836639506318653,0.0,0.0
648,nonn,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,intp,comet-da,one_seq,0.7018150770177742,comet-da intp one_seq,0.7574036383634613,6.894484982922222e-13,0.0
649,nonn,intp,comet-da,one_seq,0.7018150770177742,comet-da intp one_seq,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,0.7574036383634613,6.894484982922222e-13,0.0
650,nonn,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,ref+intp,bleu,one_seq,0.7018276772275545,bleu ref+intp one_seq,0.7774423351495733,7.083222897108499e-14,0.0
651,nonn,ref+intp,bleu,one_seq,0.7018276772275545,bleu ref+intp one_seq,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,0.7774423351495733,7.083222897108499e-14,0.0
652,nonn,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,ref+mw-intp,chrf,sent+mw,0.7039298312416019,chrf ref+mw-intp sent+mw,0.851226523905918,0.0,0.0
653,nonn,ref+mw-intp,chrf,sent+mw,0.7039298312416019,chrf ref+mw-intp sent+mw,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,0.851226523905918,0.0,0.0
