,subset,A_ref,A_metric,A_align,A_CR_pearson,A_label,B_ref,B_metric,B_align,B_CR_pearson,B_label,A_B_pearson,A_B_sign_pv,A_B_sign_level
719,nonn,intp,comet-da,one_seq,0.7018150770177742,comet-da intp one_seq,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,0.7968565400656933,0.00010810676480921266,0.0
720,nonn,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,ref+intp,bleu,one_seq,0.7018276772275545,bleu ref+intp one_seq,0.7892622860834159,0.00014042555400561874,0.0
721,nonn,ref+intp,bleu,one_seq,0.7018276772275545,bleu ref+intp one_seq,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,0.7892622860834159,0.00014042555400561874,0.0
722,nonn,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,ref+mw-intp,chrf,sent+mw,0.7039298312416019,chrf ref+mw-intp sent+mw,0.8152118841393077,3.0149057935080492e-05,0.0
723,nonn,ref+mw-intp,chrf,sent+mw,0.7039298312416019,chrf ref+mw-intp sent+mw,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,0.8152118841393077,3.0149057935080492e-05,0.0
724,nonn,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,ref,bleu,one_seq,0.708444544081529,bleu ref one_seq,0.7510623935647658,0.00010587751861690364,0.0
725,nonn,ref,bleu,one_seq,0.708444544081529,bleu ref one_seq,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,0.7510623935647658,0.00010587751861690364,0.0
726,nonn,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,ref+intp,comet-da,one_seq,0.7200319561676198,comet-da ref+intp one_seq,0.7948528886038108,9.03929687323668e-07,0.0
727,nonn,ref+intp,comet-da,one_seq,0.7200319561676198,comet-da ref+intp one_seq,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,0.7948528886038108,9.03929687323668e-07,0.0
728,nonn,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,ref,comet-da,one_seq,0.7263142875301652,comet-da ref one_seq,0.7811722558912574,2.876053439848647e-07,0.0
729,nonn,ref,comet-da,one_seq,0.7263142875301652,comet-da ref one_seq,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,0.7811722558912574,2.876053439848647e-07,0.0
730,nonn,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,ref+intp,bertscore.f1,one_seq,0.7303272277885283,bertscore.f1 ref+intp one_seq,0.8911768017958809,6.17284001691587e-14,0.0
731,nonn,ref+intp,bertscore.f1,one_seq,0.7303272277885283,bertscore.f1 ref+intp one_seq,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,0.8911768017958809,6.17284001691587e-14,0.0
732,nonn,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,ref,bertscore.f1,one_seq,0.7307254229955417,bertscore.f1 ref one_seq,0.8802738387786683,6.536993168992922e-13,0.0
733,nonn,ref,bertscore.f1,one_seq,0.7307254229955417,bertscore.f1 ref one_seq,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,0.8802738387786683,6.536993168992922e-13,0.0
734,nonn,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,ref,bertscore.f1,sent,0.7341923798833323,bertscore.f1 ref sent,0.8099204512450795,2.3222852529869442e-09,0.0
735,nonn,ref,bertscore.f1,sent,0.7341923798833323,bertscore.f1 ref sent,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,0.8099204512450795,2.3222852529869442e-09,0.0
736,nonn,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,ref+mw-intp,bertscore.f1,sent+mw,0.7343371404638304,bertscore.f1 ref+mw-intp sent+mw,0.8190574254681949,9.183149796143653e-10,0.0
737,nonn,ref+mw-intp,bertscore.f1,sent+mw,0.7343371404638304,bertscore.f1 ref+mw-intp sent+mw,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,0.8190574254681949,9.183149796143653e-10,0.0
738,nonn,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,ref,comet-da,sent,0.752332355460335,comet-da ref sent,0.7942684335744475,5.384803714036934e-12,0.0
739,nonn,ref,comet-da,sent,0.752332355460335,comet-da ref sent,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,0.7942684335744475,5.384803714036934e-12,0.0
740,nonn,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,0.9924373152158981,0.7371821639238756,0.7371821639238756
741,nonn,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,0.9924373152158981,0.7371821639238756,0.7371821639238756
742,nonn,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,0.6983645017259895,0.04674070361637672,0.05
743,nonn,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,0.6983645017259895,0.04674070361637672,0.05
744,nonn,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,0.814361485895529,0.004591173110911173,0.0
745,nonn,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,0.814361485895529,0.004591173110911173,0.0
746,nonn,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,ref,bleu,sent,0.6966185024095439,bleu ref sent,0.8348707138357969,0.001125478519230949,0.0
747,nonn,ref,bleu,sent,0.6966185024095439,bleu ref sent,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,0.8348707138357969,0.001125478519230949,0.0
748,nonn,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,ref,chrf,sent,0.6983365286039349,chrf ref sent,0.9457957596149863,7.1302632687064715e-09,0.0
749,nonn,ref,chrf,sent,0.6983365286039349,chrf ref sent,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,0.9457957596149863,7.1302632687064715e-09,0.0
750,nonn,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,intp,comet-da,one_seq,0.7018150770177742,comet-da intp one_seq,0.8261047090389523,0.0004727025923958461,0.0
751,nonn,intp,comet-da,one_seq,0.7018150770177742,comet-da intp one_seq,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,0.8261047090389523,0.0004727025923958461,0.0
752,nonn,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,ref+intp,bleu,one_seq,0.7018276772275545,bleu ref+intp one_seq,0.862486342495538,9.398090781287394e-05,0.0
753,nonn,ref+intp,bleu,one_seq,0.7018276772275545,bleu ref+intp one_seq,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,0.862486342495538,9.398090781287394e-05,0.0
754,nonn,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,ref+mw-intp,chrf,sent+mw,0.7039298312416019,chrf ref+mw-intp sent+mw,0.943971042646908,3.0692404173748855e-10,0.0
755,nonn,ref+mw-intp,chrf,sent+mw,0.7039298312416019,chrf ref+mw-intp sent+mw,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,0.943971042646908,3.0692404173748855e-10,0.0
756,nonn,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,ref,bleu,one_seq,0.708444544081529,bleu ref one_seq,0.8791317745554984,3.4795966641354426e-06,0.0
757,nonn,ref,bleu,one_seq,0.708444544081529,bleu ref one_seq,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,0.8791317745554984,3.4795966641354426e-06,0.0
758,nonn,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,ref+intp,comet-da,one_seq,0.7200319561676198,comet-da ref+intp one_seq,0.8216885225344629,4.678522798284845e-06,0.0
759,nonn,ref+intp,comet-da,one_seq,0.7200319561676198,comet-da ref+intp one_seq,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,0.8216885225344629,4.678522798284845e-06,0.0
760,nonn,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,ref,comet-da,one_seq,0.7263142875301652,comet-da ref one_seq,0.8053599362146074,1.7667406360111215e-06,0.0
761,nonn,ref,comet-da,one_seq,0.7263142875301652,comet-da ref one_seq,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,0.8053599362146074,1.7667406360111215e-06,0.0
762,nonn,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,ref+intp,bertscore.f1,one_seq,0.7303272277885283,bertscore.f1 ref+intp one_seq,0.862414625619838,3.213258104040051e-09,0.0
763,nonn,ref+intp,bertscore.f1,one_seq,0.7303272277885283,bertscore.f1 ref+intp one_seq,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,0.862414625619838,3.213258104040051e-09,0.0
764,nonn,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,ref,bertscore.f1,one_seq,0.7307254229955417,bertscore.f1 ref one_seq,0.8691358341826078,1.0933800531631732e-09,0.0
765,nonn,ref,bertscore.f1,one_seq,0.7307254229955417,bertscore.f1 ref one_seq,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,0.8691358341826078,1.0933800531631732e-09,0.0
766,nonn,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,ref,bertscore.f1,sent,0.7341923798833323,bertscore.f1 ref sent,0.8643018391583874,4.198652536757663e-10,0.0
767,nonn,ref,bertscore.f1,sent,0.7341923798833323,bertscore.f1 ref sent,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,0.8643018391583874,4.198652536757663e-10,0.0
768,nonn,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,ref+mw-intp,bertscore.f1,sent+mw,0.7343371404638304,bertscore.f1 ref+mw-intp sent+mw,0.8536470746355935,1.6028101068599199e-09,0.0
769,nonn,ref+mw-intp,bertscore.f1,sent+mw,0.7343371404638304,bertscore.f1 ref+mw-intp sent+mw,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,0.8536470746355935,1.6028101068599199e-09,0.0
770,nonn,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,ref,comet-da,sent,0.752332355460335,comet-da ref sent,0.7813521513516752,1.1234662089520953e-09,0.0
771,nonn,ref,comet-da,sent,0.752332355460335,comet-da ref sent,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,0.7813521513516752,1.1234662089520953e-09,0.0
772,nonn,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,0.6936608149173744,0.054924866179335785,0.1
773,nonn,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,0.6936608149173744,0.054924866179335785,0.1
774,nonn,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,0.8097950425136519,0.006274957114628998,0.0
775,nonn,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,0.8097950425136519,0.006274957114628998,0.0
776,nonn,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,ref,bleu,sent,0.6966185024095439,bleu ref sent,0.8380948763894905,0.0013181731006668418,0.0
777,nonn,ref,bleu,sent,0.6966185024095439,bleu ref sent,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,0.8380948763894905,0.0013181731006668418,0.0
778,nonn,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,ref,chrf,sent,0.6983365286039349,chrf ref sent,0.957110618862709,1.9322077271510807e-10,0.0
779,nonn,ref,chrf,sent,0.6983365286039349,chrf ref sent,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,0.957110618862709,1.9322077271510807e-10,0.0
780,nonn,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,intp,comet-da,one_seq,0.7018150770177742,comet-da intp one_seq,0.8178526080060894,0.000808640735727284,0.0
781,nonn,intp,comet-da,one_seq,0.7018150770177742,comet-da intp one_seq,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,0.8178526080060894,0.000808640735727284,0.0
782,nonn,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,ref+intp,bleu,one_seq,0.7018276772275545,bleu ref+intp one_seq,0.8527549237268928,0.00021412151427058213,0.0
783,nonn,ref+intp,bleu,one_seq,0.7018276772275545,bleu ref+intp one_seq,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,0.8527549237268928,0.00021412151427058213,0.0
784,nonn,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,ref+mw-intp,chrf,sent+mw,0.7039298312416019,chrf ref+mw-intp sent+mw,0.9517000438526796,3.007416538025609e-11,0.0
785,nonn,ref+mw-intp,chrf,sent+mw,0.7039298312416019,chrf ref+mw-intp sent+mw,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,0.9517000438526796,3.007416538025609e-11,0.0
786,nonn,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,ref,bleu,one_seq,0.708444544081529,bleu ref one_seq,0.879917850096945,4.948345349697902e-06,0.0
787,nonn,ref,bleu,one_seq,0.708444544081529,bleu ref one_seq,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,0.879917850096945,4.948345349697902e-06,0.0
788,nonn,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,ref+intp,comet-da,one_seq,0.7200319561676198,comet-da ref+intp one_seq,0.8150337143376247,9.428951893264426e-06,0.0
789,nonn,ref+intp,comet-da,one_seq,0.7200319561676198,comet-da ref+intp one_seq,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,0.8150337143376247,9.428951893264426e-06,0.0
790,nonn,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,ref,comet-da,one_seq,0.7263142875301652,comet-da ref one_seq,0.8002931381019083,3.269480975509609e-06,0.0
791,nonn,ref,comet-da,one_seq,0.7263142875301652,comet-da ref one_seq,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,0.8002931381019083,3.269480975509609e-06,0.0
792,nonn,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,ref+intp,bertscore.f1,one_seq,0.7303272277885283,bertscore.f1 ref+intp one_seq,0.8603497398175608,6.8245906703623405e-09,0.0
793,nonn,ref+intp,bertscore.f1,one_seq,0.7303272277885283,bertscore.f1 ref+intp one_seq,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,0.8603497398175608,6.8245906703623405e-09,0.0
794,nonn,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,ref,bertscore.f1,one_seq,0.7307254229955417,bertscore.f1 ref one_seq,0.8695098312547948,1.768639901200686e-09,0.0
795,nonn,ref,bertscore.f1,one_seq,0.7307254229955417,bertscore.f1 ref one_seq,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,0.8695098312547948,1.768639901200686e-09,0.0
796,nonn,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,ref,bertscore.f1,sent,0.7341923798833323,bertscore.f1 ref sent,0.8707065044641298,2.8275581875902844e-10,0.0
797,nonn,ref,bertscore.f1,sent,0.7341923798833323,bertscore.f1 ref sent,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,0.8707065044641298,2.8275581875902844e-10,0.0
798,nonn,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,ref+mw-intp,bertscore.f1,sent+mw,0.7343371404638304,bertscore.f1 ref+mw-intp sent+mw,0.8600086363526148,1.1953251721763536e-09,0.0
799,nonn,ref+mw-intp,bertscore.f1,sent+mw,0.7343371404638304,bertscore.f1 ref+mw-intp sent+mw,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,0.8600086363526148,1.1953251721763536e-09,0.0
800,nonn,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,ref,comet-da,sent,0.752332355460335,comet-da ref sent,0.7857967889133487,1.1969958357838095e-09,0.0
801,nonn,ref,comet-da,sent,0.752332355460335,comet-da ref sent,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,0.7857967889133487,1.1969958357838095e-09,0.0
802,nonn,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,0.7950173311993656,0.7319370944944796,0.7319370944944796
803,nonn,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,0.7950173311993656,0.7319370944944796,0.7319370944944796
804,nonn,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,ref,bleu,sent,0.6966185024095439,bleu ref sent,0.7849126456980647,0.5704937092044773,0.5704937092044773
805,nonn,ref,bleu,sent,0.6966185024095439,bleu ref sent,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,0.7849126456980647,0.5704937092044773,0.5704937092044773
806,nonn,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,ref,chrf,sent,0.6983365286039349,chrf ref sent,0.791613441809519,0.5024972388221767,0.5024972388221767
807,nonn,ref,chrf,sent,0.6983365286039349,chrf ref sent,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,0.791613441809519,0.5024972388221767,0.5024972388221767
808,nonn,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,intp,comet-da,one_seq,0.7018150770177742,comet-da intp one_seq,0.8198106967805353,0.3561858838116776,0.3561858838116776
809,nonn,intp,comet-da,one_seq,0.7018150770177742,comet-da intp one_seq,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,0.8198106967805353,0.3561858838116776,0.3561858838116776
810,nonn,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,ref+intp,bleu,one_seq,0.7018276772275545,bleu ref+intp one_seq,0.7911974236556771,0.38755252450043165,0.38755252450043165
811,nonn,ref+intp,bleu,one_seq,0.7018276772275545,bleu ref+intp one_seq,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,0.7911974236556771,0.38755252450043165,0.38755252450043165
812,nonn,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,ref+mw-intp,chrf,sent+mw,0.7039298312416019,chrf ref+mw-intp sent+mw,0.8052224033548766,0.31125377143245014,0.31125377143245014
813,nonn,ref+mw-intp,chrf,sent+mw,0.7039298312416019,chrf ref+mw-intp sent+mw,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,0.8052224033548766,0.31125377143245014,0.31125377143245014
814,nonn,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,ref,bleu,one_seq,0.708444544081529,bleu ref one_seq,0.7830461508660063,0.22457953227674876,0.22457953227674876
815,nonn,ref,bleu,one_seq,0.708444544081529,bleu ref one_seq,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,0.7830461508660063,0.22457953227674876,0.22457953227674876
816,nonn,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,ref+intp,comet-da,one_seq,0.7200319561676198,comet-da ref+intp one_seq,0.8422700233866587,0.03128244821940829,0.05
817,nonn,ref+intp,comet-da,one_seq,0.7200319561676198,comet-da ref+intp one_seq,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,0.8422700233866587,0.03128244821940829,0.05
818,nonn,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,ref,comet-da,one_seq,0.7263142875301652,comet-da ref one_seq,0.8506908275445311,0.008449792535529355,0.0
819,nonn,ref,comet-da,one_seq,0.7263142875301652,comet-da ref one_seq,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,0.8506908275445311,0.008449792535529355,0.0
820,nonn,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,ref+intp,bertscore.f1,one_seq,0.7303272277885283,bertscore.f1 ref+intp one_seq,0.844792437924631,0.00428501187269803,0.0
821,nonn,ref+intp,bertscore.f1,one_seq,0.7303272277885283,bertscore.f1 ref+intp one_seq,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,0.844792437924631,0.00428501187269803,0.0
822,nonn,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,ref,bertscore.f1,one_seq,0.7307254229955417,bertscore.f1 ref one_seq,0.8376733728999871,0.004736575040803048,0.0
823,nonn,ref,bertscore.f1,one_seq,0.7307254229955417,bertscore.f1 ref one_seq,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,0.8376733728999871,0.004736575040803048,0.0
824,nonn,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,ref,bertscore.f1,sent,0.7341923798833323,bertscore.f1 ref sent,0.8383230339924043,0.002211692235336793,0.0
825,nonn,ref,bertscore.f1,sent,0.7341923798833323,bertscore.f1 ref sent,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,0.8383230339924043,0.002211692235336793,0.0
826,nonn,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,ref+mw-intp,bertscore.f1,sent+mw,0.7343371404638304,bertscore.f1 ref+mw-intp sent+mw,0.8543963840278661,0.0012735572475923718,0.0
827,nonn,ref+mw-intp,bertscore.f1,sent+mw,0.7343371404638304,bertscore.f1 ref+mw-intp sent+mw,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,0.8543963840278661,0.0012735572475923718,0.0
828,nonn,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,ref,comet-da,sent,0.752332355460335,comet-da ref sent,0.9362528644946377,1.6795231871924443e-11,0.0
829,nonn,ref,comet-da,sent,0.752332355460335,comet-da ref sent,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,0.9362528644946377,1.6795231871924443e-11,0.0
830,nonn,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,ref,bleu,sent,0.6966185024095439,bleu ref sent,0.9780225560454667,0.4887924396066843,0.4887924396066843
831,nonn,ref,bleu,sent,0.6966185024095439,bleu ref sent,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,0.9780225560454667,0.4887924396066843,0.4887924396066843
832,nonn,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,ref,chrf,sent,0.6983365286039349,chrf ref sent,0.8821602087817403,0.6675570203796295,0.6675570203796295
833,nonn,ref,chrf,sent,0.6983365286039349,chrf ref sent,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,0.8821602087817403,0.6675570203796295,0.6675570203796295
834,nonn,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,intp,comet-da,one_seq,0.7018150770177742,comet-da intp one_seq,0.7884665080612914,0.6027227222029854,0.6027227222029854
835,nonn,intp,comet-da,one_seq,0.7018150770177742,comet-da intp one_seq,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,0.7884665080612914,0.6027227222029854,0.6027227222029854
836,nonn,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,ref+intp,bleu,one_seq,0.7018276772275545,bleu ref+intp one_seq,0.9716776634880204,0.17341993755751473,0.17341993755751473
837,nonn,ref+intp,bleu,one_seq,0.7018276772275545,bleu ref+intp one_seq,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,0.9716776634880204,0.17341993755751473,0.17341993755751473
838,nonn,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,ref+mw-intp,chrf,sent+mw,0.7039298312416019,chrf ref+mw-intp sent+mw,0.8924405191695113,0.38369864284391464,0.38369864284391464
839,nonn,ref+mw-intp,chrf,sent+mw,0.7039298312416019,chrf ref+mw-intp sent+mw,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,0.8924405191695113,0.38369864284391464,0.38369864284391464
840,nonn,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,ref,bleu,one_seq,0.708444544081529,bleu ref one_seq,0.9626886078031729,0.04239214877705644,0.05
841,nonn,ref,bleu,one_seq,0.708444544081529,bleu ref one_seq,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,0.9626886078031729,0.04239214877705644,0.05
842,nonn,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,ref+intp,comet-da,one_seq,0.7200319561676198,comet-da ref+intp one_seq,0.8005673715677171,0.11224120551232697,0.15
843,nonn,ref+intp,comet-da,one_seq,0.7200319561676198,comet-da ref+intp one_seq,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,0.8005673715677171,0.11224120551232697,0.15
844,nonn,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,ref,comet-da,one_seq,0.7263142875301652,comet-da ref one_seq,0.7999510437234837,0.05027125617996275,0.1
845,nonn,ref,comet-da,one_seq,0.7263142875301652,comet-da ref one_seq,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,0.7999510437234837,0.05027125617996275,0.1
846,nonn,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,ref+intp,bertscore.f1,one_seq,0.7303272277885283,bertscore.f1 ref+intp one_seq,0.8785836200623951,0.005730479870636351,0.0
847,nonn,ref+intp,bertscore.f1,one_seq,0.7303272277885283,bertscore.f1 ref+intp one_seq,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,0.8785836200623951,0.005730479870636351,0.0
848,nonn,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,ref,bertscore.f1,one_seq,0.7307254229955417,bertscore.f1 ref one_seq,0.878270988035791,0.005278711509515643,0.0
849,nonn,ref,bertscore.f1,one_seq,0.7307254229955417,bertscore.f1 ref one_seq,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,0.878270988035791,0.005278711509515643,0.0
850,nonn,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,ref,bertscore.f1,sent,0.7341923798833323,bertscore.f1 ref sent,0.8563896629039792,0.004719558205381169,0.0
851,nonn,ref,bertscore.f1,sent,0.7341923798833323,bertscore.f1 ref sent,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,0.8563896629039792,0.004719558205381169,0.0
852,nonn,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,ref+mw-intp,bertscore.f1,sent+mw,0.7343371404638304,bertscore.f1 ref+mw-intp sent+mw,0.8580904781757415,0.004351913818125386,0.0
