,system,latency,common,annotator,doc,CRi,CR,bleu,chrf,comet,bertscore
795,HW-TSC,low,False,35,12_fictionalcine,1.2694756039745134,1.2692307692307692,7.381,29.5661,-1.0872,0.67716
796,HW-TSC,low,False,35,17_tf-smart-team,2.6392824702949254,2.708333333333333,9.5411,31.8073,-1.1164,0.707481
797,HW-TSC,low,False,35,23_pillowdream,1.8142620496664608,1.8461538461538465,4.355,18.4584,-1.5455,0.652526
798,HW-TSC,low,False,36,05_i-dodge,1.0562331411929176,1.1428571428571428,2.7162,14.5713,-1.4999,0.621293
799,HW-TSC,low,False,36,20_mela-e-piu,1.0144209696585886,1.0416666666666667,0.8988,12.2004,-1.5957,0.645182
800,HW-TSC,low,False,36,21_hat-cap,1.0705155274631457,1.125,3.0208,14.9252,-1.4366,0.620143
801,HW-TSC,low,False,36,polish,1.2211977865259056,1.306930693069307,13.888,41.2581,-1.0165,0.74062
802,HW-TSC,low,False,38,26_tabacco-shop,1.0290021532907456,1.1,17.0142,38.7429,-1.0524,0.726532
803,HW-TSC,low,False,38,30_appolonas,1.389756731289986,1.4545454545454546,7.2796,35.1246,-1.1151,0.733253
804,HW-TSC,low,False,38,31_devil-chocolate,1.5227177718118248,1.3636363636363635,21.7877,49.3187,-0.6929,0.767495
805,HW-TSC,low,False,38,romanian,1.4136239680574816,1.380952380952381,12.7898,42.0044,-1.0897,0.73191
806,HW-TSC,low,False,40,03_botel-proti-proudu,1.0,1.0,3.9026,24.9668,-1.1181,0.65808
807,HW-TSC,low,False,40,08_jizeran,1.1493971544969974,1.1666666666666667,14.5864,39.2406,-1.1586,0.724604
808,HW-TSC,low,False,40,11_trefa,1.0,1.0,7.1182,35.2856,-1.1286,0.724487
809,HW-TSC,low,False,40,14_llibres-i-revistes-edb,1.1303154701986309,1.3333333333333333,1.0799,12.2299,-1.3531,0.619004
810,HW-TSC,low,False,40,27_f-e-international-tour,1.059924730040275,1.125,6.9151,34.2056,-1.0517,0.721266
811,HW-TSC,low,False,40,28_samanka,1.7649287288950866,1.6666666666666667,4.5763,34.4218,-0.9794,0.727824
812,HW-TSC,low,False,42,09_il-gabbiano,1.384177992185662,1.4666666666666666,6.1378,21.3234,-0.9805,0.609009
813,HW-TSC,low,False,42,12_fictionalcine,1.2477849306371478,1.2142857142857142,7.381,29.5661,-1.0872,0.67716
814,HW-TSC,low,False,42,17_tf-smart-team,1.9982406010074605,1.9615384615384612,9.5411,31.8073,-1.1164,0.707481
815,HW-TSC,low,False,42,23_pillowdream,1.0630853659059991,1.1,4.355,18.4584,-1.5455,0.652526
816,HW-TSC,low,False,42,34_kol_action_accessoires,1.219182534191834,1.263157894736842,12.3574,27.705,-1.3889,0.69417
817,HW-TSC,low,False,43,13_don-bosco-barcelona,1.2512237701529478,1.3333333333333333,2.0228,27.0514,-1.3219,0.692161
818,HW-TSC,low,False,43,16_develop-most,1.326915220043804,1.4285714285714286,6.1694,30.0858,-1.2262,0.696069
819,HW-TSC,low,False,43,35_f-e-time-travel-agency,1.795547836041321,2.0,9.2363,32.7638,-1.1206,0.692556
820,HW-TSC,low,False,43,36_step-house,1.5703113611760249,1.6666666666666667,8.6988,33.9463,-1.3683,0.690939
821,HW-TSC,low,False,44,spanish,1.6627237658874023,1.7557251908396947,9.4278,34.6267,-1.3188,0.71414
822,HW-TSC,low,False,46,18_tf-magic-world,1.4041017878503763,1.4545454545454546,5.4089,27.1286,-1.3628,0.672222
823,HW-TSC,low,False,46,22_new-design-world,1.397112910207971,1.625,4.6447,22.337,-1.2,0.646798
824,HW-TSC,low,False,46,25_folkstyle,1.7472930571500287,1.6153846153846154,16.2,40.9814,-1.0953,0.718822
825,HW-TSC,low,False,46,29_salon-n-g,1.2091634041538266,1.2,4.3117,24.6233,-1.4359,0.648612
826,HW-TSC,low,False,46,38_seta,1.5383872319688596,1.6,5.9546,28.6912,-1.0685,0.692729
827,HW-TSC,low,False,48,04_g-t,1.4689402158293383,1.411764705882353,8.0243,26.8484,-0.8661,0.716056
828,HW-TSC,low,False,48,06_masaze-petr-klic,1.7736697654976346,2.0,4.361,25.0059,-1.2219,0.705588
829,HW-TSC,low,False,48,10_magic-travel,2.3976429293495585,2.333333333333333,8.9451,26.9044,-1.2303,0.6358
830,HW-TSC,low,False,48,37_caspowalk,1.9169524153265385,1.947368421052632,10.6206,26.8086,-1.0832,0.656976
831,HW-TSC,low,False,48,39_total-regal,1.8908577806254572,1.875,9.3789,30.7385,-1.1753,0.705947
832,HW-TSC,low,False,49,33_logistic-servis,1.9940969090760023,1.7777777777777777,1.8843,17.5906,-1.387,0.66362
833,HW-TSC,low,False,49,belgian,2.3953856199868286,2.5183585313174945,14.2304,38.1439,-1.1702,0.73193
834,HW-TSC,low,True,3,ted_46528,1.7491210611459318,1.8289473684210529,12.6462,41.899,-0.8021,0.756414
835,HW-TSC,low,True,4,ted_45614,2.7496077779124217,2.9291666666666667,13.6749,43.4437,-0.7014,0.747913
836,HW-TSC,low,True,4,ted_54706,2.496153804288607,2.459119496855346,8.762,37.2906,-0.9779,0.729575
837,HW-TSC,low,True,7,ted_45614,3.160880430608872,3.229802513464991,13.6749,43.4437,-0.7014,0.747913
838,HW-TSC,low,True,8,ted_55061,1.7409448871771067,1.9274193548387095,16.7538,39.6796,-0.8964,0.7561
839,HW-TSC,low,True,16,ted_45614,2.013569592842756,2.0,13.6749,43.4437,-0.7014,0.747913
840,HW-TSC,low,True,20,ted_60872,2.307278767742835,2.3278688524590163,9.7577,39.9893,-0.8091,0.738083
841,HW-TSC,low,True,22,ted_50853,1.9712915470368204,2.1132075471698117,10.3449,40.1099,-0.7401,0.750687
842,HW-TSC,low,True,22,ted_54706,2.0523491330660537,2.052083333333333,8.762,37.2906,-0.9779,0.729575
843,HW-TSC,low,True,23,ted_52268,1.9412836345171995,1.9189189189189189,21.0279,45.9618,-0.5654,0.782634
844,HW-TSC,low,True,27,ted_62628,3.389586059131037,3.383495145631068,10.7286,39.8046,-0.8423,0.734332
845,HW-TSC,low,True,32,ted_50853,2.018400573434574,2.1153846153846154,10.3449,40.1099,-0.7401,0.750687
846,HW-TSC,low,True,32,ted_54706,2.485015397248688,2.402214022140221,8.762,37.2906,-0.9779,0.729575
847,HW-TSC,low,True,33,ted_52268,2.3986649178787465,2.343065693430657,21.0279,45.9618,-0.5654,0.782634
848,HW-TSC,low,True,35,ted_42604,3.043870155358096,3.055813953488372,18.3139,45.178,-0.7019,0.768674
849,HW-TSC,low,True,38,ted_37498,1.5468694165381291,1.5113636363636365,12.8685,39.0199,-0.8974,0.73601
850,HW-TSC,low,True,39,ted_50853,3.148152379735334,3.149253731343284,10.3449,40.1099,-0.7401,0.750687
851,HW-TSC,low,True,39,ted_54706,2.985921332262836,2.955555555555556,8.762,37.2906,-0.9779,0.729575
852,HW-TSC,low,True,40,ted_52268,2.775330070734097,2.5625,21.0279,45.9618,-0.5654,0.782634
853,HW-TSC,low,True,41,ted_39331,1.17546390857669,1.3459119496855343,22.7121,48.5011,-0.6956,0.783856
854,HW-TSC,low,True,41,ted_56901,2.127402259043956,2.210144927536232,6.3515,35.6136,-1.0335,0.726244
855,HW-TSC,low,True,42,ted_42604,2.159977778866057,2.329842931937173,18.3139,45.178,-0.7019,0.768674
856,HW-TSC,low,True,43,ted_63920,2.3746308006773797,2.425287356321839,12.5454,40.9415,-0.9003,0.742099
857,HW-TSC,low,True,45,ted_46528,2.0316590339869958,2.02803738317757,12.6462,41.899,-0.8021,0.756414
858,HW-TSC,low,True,45,ted_57418,2.2770155317673275,2.3668341708542715,15.0109,41.3202,-0.8651,0.755859
859,HW-TSC,low,True,46,ted_51101,1.7260243093111445,1.7310344827586206,14.867,43.8739,-0.793,0.766837
860,HW-TSC,low,True,48,ted_55061,2.6801756710838798,2.628099173553719,16.7538,39.6796,-0.8964,0.7561
861,HW-TSC,medium,False,3,austrian,1.7357962743987794,1.7543859649122806,22.3177,50.4427,-0.6029,0.776242
862,HW-TSC,medium,False,4,13_don-bosco-barcelona,2.341403035714752,2.347826086956522,1.8956,24.9901,-1.286,0.6901
863,HW-TSC,medium,False,4,16_develop-most,1.9675891994924852,2.0,9.6993,30.0051,-1.2101,0.700279
864,HW-TSC,medium,False,4,27_f-e-international-tour,2.3484778066784857,2.4285714285714284,10.3428,42.0404,-0.8985,0.752758
865,HW-TSC,medium,False,4,30_appolonas,2.185706837398917,1.9230769230769231,8.098,38.601,-0.8915,0.755463
866,HW-TSC,medium,False,4,31_devil-chocolate,2.276236390504493,2.217391304347826,24.4874,49.1617,-0.6387,0.783096
867,HW-TSC,medium,False,4,35_f-e-time-travel-agency,2.136671159869192,2.16,9.388,34.2879,-1.0466,0.702346
868,HW-TSC,medium,False,7,13_don-bosco-barcelona,2.7910685268258235,2.735294117647059,1.8956,24.9901,-1.286,0.6901
869,HW-TSC,medium,False,7,16_develop-most,2.194260054828217,2.235294117647059,9.6993,30.0051,-1.2101,0.700279
870,HW-TSC,medium,False,7,35_f-e-time-travel-agency,2.477040258259106,2.488888888888889,9.388,34.2879,-1.0466,0.702346
871,HW-TSC,medium,False,7,36_step-house,2.5293647016585226,2.2545454545454544,10.656,35.7539,-1.223,0.706394
872,HW-TSC,medium,False,8,spanish,1.2558346502321156,1.3942307692307692,11.9678,37.8391,-1.2023,0.724166
873,HW-TSC,medium,False,16,austrian,2.0859166571353414,2.1277533039647576,22.3177,50.4427,-0.6029,0.776242
874,HW-TSC,medium,False,19,09_il-gabbiano,1.4694557447871863,1.5,6.2089,22.5668,-0.9867,0.608866
875,HW-TSC,medium,False,19,10_magic-travel,1.5995296127962717,1.5384615384615383,9.8673,29.5372,-1.147,0.641146
876,HW-TSC,medium,False,19,12_fictionalcine,1.2452431799568502,1.3333333333333333,7.5122,28.1856,-1.0115,0.687503
877,HW-TSC,medium,False,19,17_tf-smart-team,1.8491957927711424,1.6,14.9976,41.0569,-0.8604,0.734646
878,HW-TSC,medium,False,19,39_total-regal,1.7467677781923845,1.8461538461538465,9.4959,31.7962,-1.1736,0.705156
879,HW-TSC,medium,False,20,belgian,2.448416731520083,2.458715596330275,17.8214,43.3459,-1.0176,0.7469
880,HW-TSC,medium,False,22,07_bucherinsel-west,1.1519125851581402,1.3333333333333333,9.8042,36.6256,-1.2361,0.696647
881,HW-TSC,medium,False,22,15_brnkni,1.1526718250655077,1.6666666666666667,3.4256,19.3034,-1.1487,0.648168
882,HW-TSC,medium,False,22,19_be-beauty,1.5158411598758743,1.5555555555555556,5.6051,23.6393,-1.511,0.667553
883,HW-TSC,medium,False,22,24_mole-g-p-technologies,1.2621330939430908,1.375,3.5637,27.0631,-1.362,0.666216
884,HW-TSC,medium,False,22,32_ck-remoa,1.3508727022191085,1.5,7.0779,31.4675,-1.1872,0.712341
885,HW-TSC,medium,False,23,22_new-design-world,1.2336401053570718,1.2181818181818185,8.2166,29.4582,-1.2155,0.656892
886,HW-TSC,medium,False,23,29_salon-n-g,1.0,1.0,5.5723,27.2995,-1.3786,0.656568
887,HW-TSC,medium,False,23,38_seta,1.0,1.0,5.8536,29.1289,-0.9755,0.689653
888,HW-TSC,medium,False,23,polish,1.494187284217803,1.4,20.5302,49.8661,-0.7444,0.769521
889,HW-TSC,medium,False,25,06_masaze-petr-klic,1.635521119458346,1.5,4.5895,24.65,-1.1967,0.716186
890,HW-TSC,medium,False,26,13_don-bosco-barcelona,1.1806714478093006,1.2222222222222223,1.8956,24.9901,-1.286,0.6901
891,HW-TSC,medium,False,26,16_develop-most,1.157832010664815,1.35,9.6993,30.0051,-1.2101,0.700279
892,HW-TSC,medium,False,26,35_f-e-time-travel-agency,2.1570930951179035,2.0454545454545454,9.388,34.2879,-1.0466,0.702346
893,HW-TSC,medium,False,26,36_step-house,1.846205663270019,2.0,10.656,35.7539,-1.223,0.706394
894,HW-TSC,medium,False,27,spanish,3.3237669886177628,3.328358208955224,11.9678,37.8391,-1.2023,0.724166
895,HW-TSC,medium,False,29,18_tf-magic-world,2.0,2.0,6.7127,32.9898,-1.3109,0.679991
896,HW-TSC,medium,False,29,22_new-design-world,2.5018777483853443,2.4285714285714284,8.2166,29.4582,-1.2155,0.656892
897,HW-TSC,medium,False,29,25_folkstyle,2.165980898201688,2.2222222222222223,15.5144,38.9826,-1.0674,0.726102
898,HW-TSC,medium,False,29,29_salon-n-g,1.9972282446070024,2.0,5.5723,27.2995,-1.3786,0.656568
899,HW-TSC,medium,False,29,38_seta,2.26280559598245,2.4285714285714284,5.8536,29.1289,-0.9755,0.689653
900,HW-TSC,medium,False,31,04_g-t,2.1434059783262174,2.111111111111111,13.6136,33.8738,-0.7263,0.73471
901,HW-TSC,medium,False,31,10_magic-travel,1.7646941559269618,1.6666666666666667,9.8673,29.5372,-1.147,0.641146
902,HW-TSC,medium,False,31,39_total-regal,1.9847361614903103,1.6956521739130437,9.4959,31.7962,-1.1736,0.705156
903,HW-TSC,medium,False,32,33_logistic-servis,1.4776225876698956,1.7857142857142858,2.1296,19.244,-1.353,0.664005
904,HW-TSC,medium,False,32,belgian,2.0677626704579586,2.155440414507772,17.8214,43.3459,-1.0176,0.7469
905,HW-TSC,medium,False,35,05_i-dodge,2.3676670698555644,2.1904761904761907,2.7869,15.7546,-1.4679,0.627266
906,HW-TSC,medium,False,35,20_mela-e-piu,2.260237694980864,2.2777777777777777,0.4597,12.0398,-1.5721,0.647159
907,HW-TSC,medium,False,35,21_hat-cap,1.8357691513650851,1.8695652173913044,4.6177,16.3337,-1.4003,0.628086
908,HW-TSC,medium,False,36,austrian,2.082284623137565,2.1752577319587627,22.3177,50.4427,-0.6029,0.776242
909,HW-TSC,medium,False,39,03_botel-proti-proudu,2.4714868789667475,2.4615384615384617,3.0568,24.5384,-1.0848,0.65954
910,HW-TSC,medium,False,39,08_jizeran,2.385249538207402,2.3,14.126,40.4438,-1.0973,0.721886
911,HW-TSC,medium,False,39,11_trefa,2.672440171186533,2.625,7.7641,38.9225,-0.9705,0.72957
912,HW-TSC,medium,False,39,14_llibres-i-revistes-edb,1.676312671906074,1.75,0.6415,12.4344,-1.4513,0.61451
913,HW-TSC,medium,False,39,27_f-e-international-tour,2.513904890863411,2.555555555555556,10.3428,42.0404,-0.8985,0.752758
914,HW-TSC,medium,False,39,28_samanka,2.405913753428191,2.5,4.9757,34.105,-0.9378,0.719844
915,HW-TSC,medium,False,41,09_il-gabbiano,1.2403042859629227,1.375,6.2089,22.5668,-0.9867,0.608866
916,HW-TSC,medium,False,41,12_fictionalcine,1.0,1.0,7.5122,28.1856,-1.0115,0.687503
917,HW-TSC,medium,False,41,17_tf-smart-team,1.4236541158648484,1.59375,14.9976,41.0569,-0.8604,0.734646
918,HW-TSC,medium,False,41,23_pillowdream,1.0,1.0,4.3186,18.8538,-1.4413,0.657298
919,HW-TSC,medium,False,41,34_kol_action_accessoires,1.1594797815993052,1.25,12.6988,30.1932,-1.2556,0.702349
920,HW-TSC,medium,False,42,13_don-bosco-barcelona,1.3038629548834724,1.5,1.8956,24.9901,-1.286,0.6901
921,HW-TSC,medium,False,42,16_develop-most,1.3097627003077656,1.4137931034482758,9.6993,30.0051,-1.2101,0.700279
922,HW-TSC,medium,False,42,35_f-e-time-travel-agency,1.546193740572626,1.64,9.388,34.2879,-1.0466,0.702346
923,HW-TSC,medium,False,42,36_step-house,1.1769385101995022,1.2777777777777777,10.656,35.7539,-1.223,0.706394
924,HW-TSC,medium,False,43,spanish,1.544367026034556,1.5443037974683544,11.9678,37.8391,-1.2023,0.724166
925,HW-TSC,medium,False,45,18_tf-magic-world,1.0492277511404593,1.064516129032258,6.7127,32.9898,-1.3109,0.679991
926,HW-TSC,medium,False,45,22_new-design-world,1.359884993805873,1.206896551724138,8.2166,29.4582,-1.2155,0.656892
927,HW-TSC,medium,False,45,25_folkstyle,1.293241098805033,1.263157894736842,15.5144,38.9826,-1.0674,0.726102
928,HW-TSC,medium,False,45,29_salon-n-g,1.0,1.0,5.5723,27.2995,-1.3786,0.656568
929,HW-TSC,medium,False,45,38_seta,1.074242281205265,1.125,5.8536,29.1289,-0.9755,0.689653
930,HW-TSC,medium,False,46,dutch,1.6347505168528886,1.646153846153846,14.8823,46.4254,-0.7351,0.748681
931,HW-TSC,medium,False,48,33_logistic-servis,1.2611129890982844,1.5,2.1296,19.244,-1.353,0.664005
932,HW-TSC,medium,False,48,belgian,2.978113067480669,2.9786324786324787,17.8214,43.3459,-1.0176,0.7469
933,HW-TSC,medium,True,3,ted_37498,2.190245478763531,2.225988700564972,16.1399,45.1907,-0.6356,0.753728
934,HW-TSC,medium,True,4,ted_46528,2.5699723950105606,2.833333333333333,15.5968,46.5521,-0.5669,0.775932
935,HW-TSC,medium,True,7,ted_63920,3.610421936909354,3.529750479846449,15.9734,45.6017,-0.5969,0.763921
936,HW-TSC,medium,True,11,ted_60872,,3.0,12.7457,48.5211,-0.4846,0.771489
937,HW-TSC,medium,True,13,ted_50853,3.327636951154717,3.345864661654135,13.6158,46.8985,-0.3691,0.77498
938,HW-TSC,medium,True,13,ted_57418,2.2522314490657216,2.330275229357798,19.4852,48.7088,-0.5272,0.776782
939,HW-TSC,medium,True,16,ted_60872,2.5816503956751164,2.5940054495912808,12.7457,48.5211,-0.4846,0.771489
940,HW-TSC,medium,True,19,ted_42604,2.615571989399321,2.5522388059701493,21.7537,54.3568,-0.3103,0.794204
941,HW-TSC,medium,True,22,ted_49440,2.3533967805329072,2.336448598130841,21.8979,50.8683,-0.3277,0.790505
942,HW-TSC,medium,True,26,ted_63920,3.725221997464864,3.710691823899371,15.9734,45.6017,-0.5969,0.763921
943,HW-TSC,medium,True,29,ted_51101,2.0912933682517885,2.1186440677966103,22.3208,52.8674,-0.3786,0.793535
944,HW-TSC,medium,True,33,ted_45973,3.141164425357561,3.135135135135135,15.1515,46.413,-0.6357,0.758309
945,HW-TSC,medium,True,33,ted_62628,2.774742002288844,2.595238095238096,13.0273,45.193,-0.5384,0.755256
946,HW-TSC,medium,True,36,ted_60872,2.728446333717467,2.774058577405858,12.7457,48.5211,-0.4846,0.771489
947,HW-TSC,medium,True,38,ted_50853,1.538354856028097,1.5267857142857142,13.6158,46.8985,-0.3691,0.77498
948,HW-TSC,medium,True,38,ted_54706,1.9086969416646624,1.8843537414965987,11.0133,40.6205,-0.7981,0.74057
949,HW-TSC,medium,True,39,ted_52268,3.4320585535281505,3.431034482758621,28.2937,54.0122,-0.2273,0.809607
950,HW-TSC,medium,True,40,ted_39331,2.09364365143167,2.25,28.7969,54.8907,-0.4068,0.806452
951,HW-TSC,medium,True,40,ted_56901,2.8584148218077776,2.7,8.2855,42.04,-0.6921,0.748214
952,HW-TSC,medium,True,41,ted_42604,2.1691373261866294,2.2287581699346406,21.7537,54.3568,-0.3103,0.794204
953,HW-TSC,medium,True,42,ted_63920,2.1083363434786206,2.216494845360825,15.9734,45.6017,-0.5969,0.763921
954,HW-TSC,medium,True,44,ted_46528,2.3772035505354454,2.451219512195122,15.5968,46.5521,-0.5669,0.775932
955,HW-TSC,medium,True,44,ted_57418,2.045331246925857,2.08,19.4852,48.7088,-0.5272,0.776782
956,HW-TSC,medium,True,45,ted_51101,2.671663921051991,2.6943396226415093,22.3208,52.8674,-0.3786,0.793535
957,HW-TSC,medium,True,46,ted_45614,2.327480882753876,2.28,16.8847,48.6126,-0.4973,0.762823
958,HW-TSC,medium,True,49,ted_45973,2.2901575870542747,2.2777777777777777,15.1515,46.413,-0.6357,0.758309
959,HW-TSC,medium,True,49,ted_62628,3.1832328019963367,3.1806451612903226,13.0273,45.193,-0.5384,0.755256
960,NAIST,high,False,3,05_i-dodge,1.218151246544811,1.2352941176470589,3.5766,16.4049,-1.3556,0.663454
961,NAIST,high,False,3,15_brnkni,1.0521578806604257,1.1333333333333333,3.3708,21.1657,-1.2634,0.682003
962,NAIST,high,False,3,19_be-beauty,1.3857098097203409,1.5384615384615383,4.7506,19.1299,-1.4812,0.685688
963,NAIST,high,False,3,20_mela-e-piu,1.0,1.0,0.8541,8.6223,-1.5773,0.629794
964,NAIST,high,False,3,23_pillowdream,1.309693783783286,1.3888888888888888,11.2669,28.4812,-1.3561,0.710073
965,NAIST,high,False,4,spanish,2.1897989991208147,2.240458015267176,6.955,28.4151,-1.362,0.704291
966,NAIST,high,False,8,05_i-dodge,1.0783359982932752,1.25,3.5766,16.4049,-1.3556,0.663454
967,NAIST,high,False,8,15_brnkni,1.0849652402589025,1.1,3.3708,21.1657,-1.2634,0.682003
968,NAIST,high,False,8,19_be-beauty,1.2532255516007729,1.3333333333333333,4.7506,19.1299,-1.4812,0.685688
969,NAIST,high,False,8,20_mela-e-piu,1.0,1.0,0.8541,8.6223,-1.5773,0.629794
970,NAIST,high,False,8,21_hat-cap,1.5618639293924474,1.375,3.4461,21.4036,-1.2911,0.683806
971,NAIST,high,False,16,04_g-t,1.2304153395659712,1.1724137931034482,11.717,32.9512,-1.058,0.738586
972,NAIST,high,False,16,06_masaze-petr-klic,1.0161037337226049,1.870327993897788,2.4168,22.8557,-1.278,0.694023
973,NAIST,high,False,16,07_bucherinsel-west,1.3300397193627909,1.2,7.2449,31.7599,-0.9188,0.722418
974,NAIST,high,False,16,37_caspowalk,1.3194793411096095,1.4411764705882353,11.5936,28.9795,-0.8281,0.727356
975,NAIST,high,False,16,39_total-regal,1.0840705643907451,1.0363636363636364,6.9814,30.7404,-1.0134,0.729266
976,NAIST,high,False,19,26_tabacco-shop,1.8758549251266103,1.8571428571428568,8.0409,39.9773,-0.7115,0.737182
977,NAIST,high,False,19,30_appolonas,1.599277649030986,1.9,7.7111,34.5527,-0.9867,0.766572
978,NAIST,high,False,19,31_devil-chocolate,2.2313923124752484,2.0,11.9614,37.3988,-0.7569,0.76231
979,NAIST,high,False,19,romanian,1.9645075311473377,1.805555555555556,17.1797,41.9438,-0.7861,0.747267
980,NAIST,high,False,23,07_bucherinsel-west,1.172522872841916,1.1428571428571428,7.2449,31.7599,-0.9188,0.722418
981,NAIST,high,False,23,09_il-gabbiano,1.0813907709288282,1.0263157894736843,9.1175,23.9127,-0.9048,0.688775
982,NAIST,high,False,23,12_fictionalcine,1.0,1.0,9.5916,32.29,-0.9866,0.718541
983,NAIST,high,False,23,17_tf-smart-team,1.038951982947229,1.022222222222222,5.9304,31.2536,-1.1936,0.718975
984,NAIST,high,False,23,23_pillowdream,1.0,1.0,11.2669,28.4812,-1.3561,0.710073
985,NAIST,high,False,26,26_tabacco-shop,1.3644059754023812,1.4285714285714286,8.0409,39.9773,-0.7115,0.737182
986,NAIST,high,False,26,30_appolonas,1.390246213851568,1.6,7.7111,34.5527,-0.9867,0.766572
987,NAIST,high,False,26,31_devil-chocolate,2.3124353380207032,2.176470588235294,11.9614,37.3988,-0.7569,0.76231
988,NAIST,high,False,26,romanian,2.354943983505565,2.419354838709677,17.1797,41.9438,-0.7861,0.747267
989,NAIST,high,False,31,13_don-bosco-barcelona,1.5839847703598058,1.5,4.2772,28.8653,-0.9536,0.708585
990,NAIST,high,False,31,35_f-e-time-travel-agency,1.8739660349711436,2.083333333333333,8.1545,32.7566,-0.826,0.732786
991,NAIST,high,False,31,36_step-house,1.9756251284763584,2.12,16.6284,39.8174,-0.7176,0.748399
992,NAIST,high,False,32,spanish,1.6549207399322468,1.664835164835165,6.955,28.4151,-1.362,0.704291
993,NAIST,high,False,35,dutch,2.765060984911773,2.71900826446281,2.4426,25.1228,-1.2777,0.693596
994,NAIST,high,False,36,04_g-t,1.2614217459859038,1.2222222222222223,11.717,32.9512,-1.058,0.738586
995,NAIST,high,False,36,06_masaze-petr-klic,1.0,1.1176470588235294,2.4168,22.8557,-1.278,0.694023
996,NAIST,high,False,36,10_magic-travel,1.345484216571971,1.3125,12.8427,30.8523,-0.9918,0.71117
997,NAIST,high,False,36,37_caspowalk,1.2368530104704023,1.2857142857142858,11.5936,28.9795,-0.8281,0.727356
998,NAIST,high,False,36,39_total-regal,1.0482803607778413,1.0769230769230769,6.9814,30.7404,-1.0134,0.729266
999,NAIST,high,False,39,07_bucherinsel-west,2.1153626834781143,2.1,7.2449,31.7599,-0.9188,0.722418
1000,NAIST,high,False,39,15_brnkni,1.881256819391236,1.9375,3.3708,21.1657,-1.2634,0.682003
1001,NAIST,high,False,39,19_be-beauty,2.144577282008217,2.117647058823529,4.7506,19.1299,-1.4812,0.685688
1002,NAIST,high,False,39,24_mole-g-p-technologies,2.776882069009632,2.6923076923076925,4.8704,26.8184,-1.0399,0.705232
1003,NAIST,high,False,39,32_ck-remoa,2.5904825732452466,2.583333333333333,9.5415,35.6416,-1.0008,0.718076
1004,NAIST,high,False,40,05_i-dodge,1.0,1.0,3.5766,16.4049,-1.3556,0.663454
1005,NAIST,high,False,40,20_mela-e-piu,1.0,1.0,0.8541,8.6223,-1.5773,0.629794
1006,NAIST,high,False,40,21_hat-cap,1.0,1.0,3.4461,21.4036,-1.2911,0.683806
1007,NAIST,high,False,40,polish,1.0468084738203691,1.25,10.1319,33.4222,-1.1194,0.728095
1008,NAIST,high,False,41,austrian,1.4448460130899774,1.5045871559633028,12.7805,36.1146,-0.8836,0.750828
1009,NAIST,high,False,42,26_tabacco-shop,1.5067942673912962,1.5625,8.0409,39.9773,-0.7115,0.737182
1010,NAIST,high,False,42,30_appolonas,1.2029886391876006,1.4166666666666667,7.7111,34.5527,-0.9867,0.766572
1011,NAIST,high,False,42,31_devil-chocolate,1.7320926013778928,1.7826086956521738,11.9614,37.3988,-0.7569,0.76231
1012,NAIST,high,False,42,romanian,2.488080808080808,2.3404255319148937,17.1797,41.9438,-0.7861,0.747267
1013,NAIST,high,False,44,03_botel-proti-proudu,1.0,1.0,5.4622,24.8299,-0.8991,0.703028
1014,NAIST,high,False,44,08_jizeran,1.866162788864296,1.7142857142857142,15.1729,38.5562,-1.0194,0.735776
1015,NAIST,high,False,44,11_trefa,1.9067022245723448,2.0,8.4475,38.9626,-0.7745,0.750607
1016,NAIST,high,False,44,14_llibres-i-revistes-edb,1.790777485681665,1.5454545454545454,8.0296,20.5991,-1.2965,0.684805
1017,NAIST,high,False,44,27_f-e-international-tour,2.0509538836561023,2.142857142857143,10.5476,37.4797,-0.7181,0.770251
1018,NAIST,high,False,44,28_samanka,1.3572137208456985,1.5,5.0547,36.826,-0.8045,0.743411
1019,NAIST,high,False,46,09_il-gabbiano,1.3041218154914869,1.3636363636363635,9.1175,23.9127,-0.9048,0.688775
1020,NAIST,high,False,46,12_fictionalcine,1.5528660878697198,1.5555555555555556,9.5916,32.29,-0.9866,0.718541
1021,NAIST,high,False,46,17_tf-smart-team,1.4574923023784137,1.4666666666666666,5.9304,31.2536,-1.1936,0.718975
1022,NAIST,high,False,46,23_pillowdream,1.465708291639962,1.4545454545454546,11.2669,28.4812,-1.3561,0.710073
1023,NAIST,high,False,46,34_kol_action_accessoires,1.451050020364066,1.5555555555555556,13.6248,33.4906,-1.011,0.736717
1024,NAIST,high,False,47,13_don-bosco-barcelona,1.0,1.6666666666666667,4.2772,28.8653,-0.9536,0.708585
1025,NAIST,high,False,48,spanish,2.176867662715943,2.2182539682539684,6.955,28.4151,-1.362,0.704291
1026,NAIST,high,True,3,ted_45614,1.999874779012741,2.071942446043165,14.4947,41.536,-0.5164,0.765589
1027,NAIST,high,True,7,ted_50853,2.65204490357218,2.551219512195122,11.8971,39.6883,-0.5753,0.769176
1028,NAIST,high,True,7,ted_57418,3.611505220735321,3.507042253521127,18.1414,45.0427,-0.4548,0.791733
1029,NAIST,high,True,8,ted_49440,2.3287173073965013,2.3471502590673574,17.6559,44.0728,-0.5121,0.785009
1030,NAIST,high,True,13,ted_39331,2.9068525491192863,2.826771653543307,22.5798,46.9094,-0.3751,0.801939
